audio,label
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_0.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_1.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_2.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_3.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_4.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_5.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_6.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_7.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_8.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_9.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_10.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_11.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_12.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_13.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_14.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_15.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_16.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_17.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_18.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_19.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_20.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_21.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_22.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_23.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_24.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_25.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_26.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_27.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_28.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_29.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_30.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_31.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_32.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_33.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_34.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_35.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_36.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_37.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_38.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_39.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_40.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_41.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_42.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_43.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_44.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_45.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_46.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_47.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_48.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/0_01_49.wav,0
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_0.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_1.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_2.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_3.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_4.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_5.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_6.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_7.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_8.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_9.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_10.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_11.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_12.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_13.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_14.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_15.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_16.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_17.wav,1
https://raw.githubusercontent.com/phurwicz/AudioMNIST/master/data/01/1_01_18.wav,1
